WRIST_X,WRIST_Y,Letter,THUMB_CMC_X,THUMB_CMC_Y,THUMB_MCP_X,THUMB_MCP_Y,THUMB_IP_X,THUMB_IP_Y,THUMB_TIP_X,THUMB_TIP_Y,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,PINKY_MCP_X,PINKY_MCP_Y,PINKY_PIP_X,PINKY_PIP_Y,PINKY_DIP_X,PINKY_DIP_Y,PINKY_TIP_X,PINKY_TIP_Y
0.5497406125068665,0.8063137531280518,a,0.47887006402015686,0.7302677035331726,0.44389739632606506,0.5623695850372314,0.4354613721370697,0.42600417137145996,0.4287225306034088,0.3244636356830597,0.48255035281181335,0.4369082450866699,0.47841155529022217,0.3024028539657593,0.47551649808883667,0.38977909088134766,0.48073112964630127,0.4765324592590332,0.5234026312828064,0.43452775478363037,0.523165225982666,0.2905622720718384,0.5116620659828186,0.4016360342502594,0.5131131410598755,0.48904329538345337,0.5654085874557495,0.44957056641578674,0.5690181255340576,0.3070249557495117,0.5492297410964966,0.41024544835090637,0.5442141890525818,0.4964906871318817,0.609634280204773,0.48092004656791687,0.6071943044662476,0.3702794909477234,0.5862573385238647,0.42469894886016846,0.5787050127983093,0.49044451117515564
0.5509025454521179,0.8079383373260498,a,0.4802524447441101,0.7318907976150513,0.4446772336959839,0.5633175373077393,0.43659499287605286,0.4285568594932556,0.42814743518829346,0.32749125361442566,0.4820328652858734,0.43434470891952515,0.47798892855644226,0.29669803380966187,0.47478604316711426,0.38813069462776184,0.4801453948020935,0.47538334131240845,0.5232565999031067,0.4325422942638397,0.5224629640579224,0.2880629897117615,0.5110593438148499,0.4019852876663208,0.5128505229949951,0.48891088366508484,0.5656941533088684,0.4477373957633972,0.5682817101478577,0.3049505352973938,0.548784613609314,0.4098402261734009,0.5439226627349854,0.4965909421443939,0.6104769110679626,0.4786275029182434,0.6079843640327454,0.36815375089645386,0.5870113968849182,0.42351779341697693,0.5791953206062317,0.4896303713321686
0.5469197630882263,0.8008928894996643,a,0.4748833179473877,0.7247403860092163,0.43979954719543457,0.5600353479385376,0.43098488450050354,0.42470890283584595,0.4195494055747986,0.32012689113616943,0.47823968529701233,0.43255186080932617,0.47483527660369873,0.29573357105255127,0.4724034070968628,0.383739173412323,0.47713565826416016,0.47092318534851074,0.5194947123527527,0.4298451244831085,0.5197645425796509,0.2846510410308838,0.5086944699287415,0.39727234840393066,0.5095425248146057,0.48468461632728577,0.5621034502983093,0.44496387243270874,0.5662872195243835,0.30191943049430847,0.5468946099281311,0.4069727063179016,0.5411350727081299,0.4940066337585449,0.6068817377090454,0.47659075260162354,0.6055232286453247,0.36604106426239014,0.5837326049804688,0.4225333333015442,0.5741127729415894,0.489112913608551
0.5464624166488647,0.8012657165527344,a,0.47519680857658386,0.7319940328598022,0.43888503313064575,0.555374026298523,0.43403175473213196,0.4116598963737488,0.427521675825119,0.3075410723686218,0.4747101366519928,0.4251149892807007,0.4701085388660431,0.2861933708190918,0.4685959815979004,0.38090425729751587,0.47367748618125916,0.47065359354019165,0.5181345343589783,0.4224444329738617,0.5171157121658325,0.27637141942977905,0.5070585608482361,0.3932639956474304,0.5080984830856323,0.48233139514923096,0.5618829727172852,0.4385850727558136,0.5654443502426147,0.29497942328453064,0.5457409620285034,0.40599510073661804,0.5399672389030457,0.49428701400756836,0.6075102090835571,0.4704730212688446,0.6052590608596802,0.35766440629959106,0.5835824012756348,0.41701531410217285,0.5749450922012329,0.4844367504119873
0.5445728302001953,0.8162528276443481,a,0.47220104932785034,0.743609607219696,0.4347219169139862,0.5665507912635803,0.42574799060821533,0.4239126443862915,0.4160862863063812,0.31591975688934326,0.47193482518196106,0.4345409870147705,0.4672326147556305,0.2886267900466919,0.4653814435005188,0.3832734525203705,0.47126656770706177,0.4733792543411255,0.5151498317718506,0.43208038806915283,0.5144196152687073,0.2773624658584595,0.5029351115226746,0.39763468503952026,0.5049596428871155,0.4881279468536377,0.5600690245628357,0.44689756631851196,0.5630276799201965,0.2972814440727234,0.5428268909454346,0.4083068370819092,0.538123607635498,0.49890971183776855,0.6076304912567139,0.4771903455257416,0.606137752532959,0.3608226180076599,0.5843127369880676,0.4194769263267517,0.5760313272476196,0.48779499530792236
0.5392467975616455,0.8427940607070923,a,0.4637472927570343,0.7730194926261902,0.42185211181640625,0.5816808938980103,0.41408252716064453,0.4299332797527313,0.41604700684547424,0.3101292848587036,0.4605503976345062,0.4417760372161865,0.45395076274871826,0.2871437668800354,0.4515473246574402,0.4019771218299866,0.4595172107219696,0.4965793192386627,0.5076014399528503,0.44173353910446167,0.5034850239753723,0.2815001606941223,0.4910646378993988,0.42030274868011475,0.4964694678783417,0.5093573331832886,0.5560947060585022,0.4594852328300476,0.5577707886695862,0.3005053400993347,0.5363249778747559,0.4302879273891449,0.534202516078949,0.5234500169754028,0.6074415445327759,0.4921931326389313,0.6039546132087708,0.37216073274612427,0.5794317722320557,0.44217050075531006,0.5716220140457153,0.5138141512870789
0.5428966879844666,0.8663000464439392,a,0.46067893505096436,0.7941989898681641,0.41312849521636963,0.5998732447624207,0.40118104219436646,0.43973106145858765,0.4016406536102295,0.31321844458580017,0.4558047652244568,0.4474068582057953,0.4503038823604584,0.28495991230010986,0.44750547409057617,0.404784232378006,0.45467185974121094,0.5048615336418152,0.5057536959648132,0.4469867944717407,0.5034156441688538,0.2790035605430603,0.4905821681022644,0.4247896373271942,0.49526792764663696,0.51939857006073,0.5568217635154724,0.46498942375183105,0.5592798590660095,0.30291545391082764,0.53720623254776,0.4362592399120331,0.5344371199607849,0.5318364500999451,0.6104169487953186,0.4996914267539978,0.607662558555603,0.37994369864463806,0.5823945999145508,0.45238837599754333,0.5733368992805481,0.5250746011734009
0.547041118144989,0.8574844002723694,a,0.46546033024787903,0.7884535193443298,0.41836899518966675,0.5880928635597229,0.40843144059181213,0.42498207092285156,0.40560585260391235,0.30040493607521057,0.46286794543266296,0.42841529846191406,0.4569399356842041,0.26958954334259033,0.4547921419143677,0.3907204270362854,0.4609832763671875,0.49378740787506104,0.5152029395103455,0.4313662648200989,0.5130788087844849,0.2706606686115265,0.5009859204292297,0.41567757725715637,0.5040791630744934,0.512650728225708,0.5671740174293518,0.4543286859989166,0.571324348449707,0.2960430979728699,0.548677921295166,0.42840561270713806,0.5435695648193359,0.5264166593551636,0.6205999851226807,0.49489179253578186,0.61970454454422,0.37073832750320435,0.5931611061096191,0.4426509737968445,0.581683337688446,0.5182369947433472
0.5498735308647156,0.8611679673194885,a,0.46910709142684937,0.7925137281417847,0.42223984003067017,0.5952916145324707,0.4130572974681854,0.4300723969936371,0.4091399908065796,0.30281496047973633,0.4661213457584381,0.4373990297317505,0.46379512548446655,0.279514878988266,0.4616081118583679,0.4002203643321991,0.46672123670578003,0.5004653334617615,0.5177863836288452,0.4409290850162506,0.5187223553657532,0.28115761280059814,0.507224440574646,0.4269162118434906,0.509223461151123,0.5210896730422974,0.5693913102149963,0.4633302390575409,0.5769606232643127,0.3048047423362732,0.5551908016204834,0.43958646059036255,0.5491158366203308,0.5351910591125488,0.6220191717147827,0.5027095079421997,0.6237307190895081,0.3824405372142792,0.5985800623893738,0.4567556083202362,0.5875799059867859,0.5295352935791016
0.5483510494232178,0.8598264455795288,a,0.46854421496391296,0.7898722887039185,0.4230770468711853,0.5943983793258667,0.41282737255096436,0.43500590324401855,0.4087895154953003,0.30850499868392944,0.4661892056465149,0.4347519278526306,0.46205195784568787,0.27518317103385925,0.45866507291793823,0.3975028693675995,0.46466153860092163,0.4989185035228729,0.517471969127655,0.43745988607406616,0.5174059867858887,0.27659571170806885,0.504022479057312,0.4239785969257355,0.5072464346885681,0.5192842483520508,0.568493127822876,0.4596422612667084,0.5741260647773743,0.30051788687705994,0.5511655211448669,0.43481042981147766,0.5468047261238098,0.5309649109840393,0.6216123700141907,0.49846771359443665,0.6225178241729736,0.38049229979515076,0.5957651138305664,0.45434248447418213,0.5841436386108398,0.5272543430328369
0.5449267029762268,0.8516563177108765,a,0.46343642473220825,0.7787771821022034,0.4174528121948242,0.5805853605270386,0.4073905646800995,0.42026665806770325,0.4049606919288635,0.2975802421569824,0.46140140295028687,0.42258164286613464,0.45746925473213196,0.2642253637313843,0.4538509249687195,0.38621893525123596,0.45941323041915894,0.4859805107116699,0.5130739212036133,0.4258893132209778,0.5130099058151245,0.26587796211242676,0.4993148446083069,0.4123208224773407,0.5010239481925964,0.5047099590301514,0.5643284916877747,0.4487113654613495,0.5699584484100342,0.28998613357543945,0.547276496887207,0.4258888065814972,0.5410946607589722,0.5217674374580383,0.6164436340332031,0.4898703694343567,0.6168879270553589,0.3658221960067749,0.5920100808143616,0.44153857231140137,0.5819289684295654,0.5148577094078064
